architecture_version,git_commit,stage,seed,status,selected_epoch,final_epoch,checkpoint,wandb_file,train_accuracy,train_ce_loss,val_accuracy,val_ce_loss,val_balanced_accuracy,val_auroc,val_majority_accuracy,val_empirical_prior_ce,val_positive_recall,val_negative_recall,val_mean_logit_std,val_population_logit_std,val_tail_logit_std,val_oracle_abundance_auroc,val_oracle_model_auroc_gap
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C1,44,completed,14,19,checkpoints/learnability_ladder/C1/seed_44/epoch=014-val_ce_loss=0.0393.ckpt,logs/wandb/offline-run-20260724_000300-gv4rmzwd/run-gv4rmzwd.wandb,0.9816049933433533,0.05108506605029106,0.9874260425567627,0.03932492807507515,0.9867541193962097,0.9988210201263428,0.6116864085197449,0.65256267786026,0.9809829592704773,0.9925251603126526,0.9534935355186462,1.535241089811734e-08,0.031538233160972595,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C2,42,completed,6,19,checkpoints/learnability_ladder/C2/seed_42/epoch=006-val_ce_loss=0.0490.ckpt,logs/wandb/offline-run-20260724_003139-7exliy05/run-7exliy05.wandb,0.9759004712104797,0.0656079426407814,0.9815088510513306,0.04903269559144974,0.9835410118103027,0.9990232586860657,0.6168639063835144,0.6517336368560791,0.9694857001304626,0.9975961446762085,0.8392713069915771,0.0003255152842029929,0.015316864475607872,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C2,43,completed,6,19,checkpoints/learnability_ladder/C2/seed_43/epoch=006-val_ce_loss=0.0436.ckpt,logs/wandb/offline-run-20260724_010003-xu5190gk/run-xu5190gk.wandb,0.9772467613220215,0.06314978003501892,0.9866864085197449,0.04363970085978508,0.9869294762611389,0.9995192289352417,0.6168639063835144,0.6517336368560791,0.979387640953064,0.9944711923599243,0.8513022065162659,0.0003483091713860631,0.010304223746061325,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C2,44,completed,10,19,checkpoints/learnability_ladder/C2/seed_44/epoch=010-val_ce_loss=0.0538.ckpt,logs/wandb/offline-run-20260724_012843-c4ghz2ef/run-c4ghz2ef.wandb,0.9787116646766663,0.059798698872327805,0.9815088510513306,0.05382591858506203,0.9824593663215637,0.9990821480751038,0.6168639063835144,0.6517336368560791,0.9754957556724548,0.9894230365753174,0.8976100087165833,2.4208837157146945e-09,0.015011856332421303,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C3,42,completed,16,19,checkpoints/learnability_ladder/C3/seed_42/epoch=016-val_ce_loss=0.0912.ckpt,logs/wandb/offline-run-20260724_015713-lckirvu5/run-lckirvu5.wandb,0.9627062082290649,0.09816774725914001,0.9667159914970398,0.09117702394723892,0.9674049019813538,0.9940378665924072,0.6139053106307983,0.6512770056724548,0.9494158625602722,0.9853938221931458,0.8928834795951843,6.370359528773406e-08,0.015315919183194637,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C3,43,completed,6,19,checkpoints/learnability_ladder/C3/seed_43/epoch=006-val_ce_loss=0.0919.ckpt,logs/wandb/offline-run-20260724_022538-uylhzdj3/run-uylhzdj3.wandb,0.9609249830245972,0.10530930757522583,0.9637573957443237,0.09185867756605148,0.9646251797676086,0.9963140487670898,0.6139053106307983,0.6512770056724548,0.9379766583442688,0.9912735819816589,0.7736595869064331,1.3865309256289038e-06,0.010147820226848125,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C3,44,completed,8,19,checkpoints/learnability_ladder/C3/seed_44/epoch=008-val_ce_loss=0.0942.ckpt,logs/wandb/offline-run-20260724_025405-8zvphrxm/run-8zvphrxm.wandb,0.9613348841667175,0.10189584642648697,0.9630177617073059,0.09419187158346176,0.9636958241462708,0.9955623745918274,0.6139053106307983,0.6512770056724548,0.9485531449317932,0.9788385033607483,0.8182176947593689,0.0003080509486608207,0.013917134143412113,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4,42,completed,13,19,checkpoints/learnability_ladder/C4/seed_42/epoch=013-val_ce_loss=0.6773.ckpt,logs/wandb/offline-run-20260724_032225-h1haek48/run-h1haek48.wandb,0.567789614200592,0.6784031987190247,0.5701650977134705,0.6773194074630737,0.567801833152771,0.5925068855285645,0.6090801954269409,0.65891432762146,0.5840625166893005,0.5515411496162415,0.3010692596435547,3.3144024769171665e-07,0.0051542120054364204,0.972161054611206,0.37965425848960876
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4,43,completed,19,19,checkpoints/learnability_ladder/C4/seed_43/epoch=019-val_ce_loss=0.6781.ckpt,logs/wandb/offline-run-20260724_035913-euj7944h/run-euj7944h.wandb,0.5662967562675476,0.6772307753562927,0.5683962106704712,0.678135871887207,0.5670289397239685,0.586895227432251,0.6090801954269409,0.65891432762146,0.5638828277587891,0.5701749324798584,0.2898936867713928,0.024952897801995277,0.004105685744434595,0.972161054611206,0.38526591658592224
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4,44,completed,5,19,checkpoints/learnability_ladder/C4/seed_44/epoch=005-val_ce_loss=0.6747.ckpt,logs/wandb/offline-run-20260724_043621-e0ox9mvc/run-e0ox9mvc.wandb,0.5669910311698914,0.6778373122215271,0.5725235939025879,0.674660861492157,0.5701808333396912,0.6145311594009399,0.6090801954269409,0.65891432762146,0.5722398161888123,0.5681220293045044,0.20416250824928284,0.03408695384860039,0.007711123209446669,0.972161054611206,0.3576299548149109
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4-D,42,completed,17,19,checkpoints/learnability_ladder/C4-D/seed_42/epoch=017-val_ce_loss=0.2785.ckpt,logs/wandb/offline-run-20260724_143150-3fm80u2u/run-3fm80u2u.wandb,0.8853402733802795,0.2710062861442566,0.8720518946647644,0.2784809172153473,0.8707302212715149,0.9308150410652161,0.6061320900917053,0.6567448377609253,0.8171442151069641,0.9243161082267761,0.7876797318458557,0.00020704427151940763,0.007889747619628906,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4-D,43,completed,18,19,checkpoints/learnability_ladder/C4-D/seed_43/epoch=018-val_ce_loss=0.2648.ckpt,logs/wandb/offline-run-20260724_150633-yv9ogyno/run-yv9ogyno.wandb,0.8799558281898499,0.27760401368141174,0.8867924809455872,0.2647942006587982,0.8860903978347778,0.9463511109352112,0.6061320900917053,0.6567448377609253,0.8415849804878235,0.9305956959724426,0.7770581245422363,1.0140474415720746e-07,0.01133439689874649,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4-D,44,completed,10,19,checkpoints/learnability_ladder/C4-D/seed_44/epoch=010-val_ce_loss=0.2742.ckpt,logs/wandb/offline-run-20260724_154111-m3g5hzt5/run-m3g5hzt5.wandb,0.8817088603973389,0.2785734236240387,0.8844339847564697,0.2742304503917694,0.8766111731529236,0.9395661354064941,0.6061320900917053,0.6567448377609253,0.8304073214530945,0.9228151440620422,0.7280030846595764,4.788518026543898e-07,0.005801092367619276,,
18,835b7268f82974fbcf32262e06ceb6e61fd7aa94,C4-N,42,completed,19,19,checkpoints/learnability_ladder/C4-N/seed_42/epoch=019-val_ce_loss=0.6638.ckpt,logs/wandb/offline-run-20260724_103343-1pq2cxna/run-1pq2cxna.wandb,0.6251161098480225,0.6451138854026794,0.5968934893608093,0.6638405919075012,0.6021157503128052,0.6471108198165894,0.6176035404205322,0.6494037508964539,0.602199912071228,0.6020316481590271,0.40212345123291016,0.006746036000549793,0.014121467247605324,,
